Code,UID,Name,Short name,Aggregation operator,Domain type,Description,value type,Form name,Zero is significant,url,Category combination UID,,,,
,dTyULvcc4sv,"DV_406Please confirm the availability of the source document used at the facility to compile the number of notified cases of TB for the quarter (Month1 to Month3). If available, please recount and record the number of notified cas",DV_406Please confirm the availability of the sourc,SUM,TRACKER,,BOOLEAN,,FALSE,,OzshuDqmXQI,,,,
,UjtNmIozEwm,"DV_407 From the TB register, count the total number of TB cases that were transferred in for the verification period (MONTH 1 to MONTH 3). Please record the total number for the quarter.","DV_407From the TB register, count the total number",SUM,TRACKER,,NUMBER,"DV_407 From the TB register, count the total number of TB cases that were transferred in for the verification period (MONTH 1 to MONTH 3). Please record the total number for the quarter.",FALSE,,OzshuDqmXQI,,,,
,m5rPVsRt2Bm,DV_408 CALCULATE C: TOTAL NUMBER OF TB CASES FROM THE TB REGISTER MINUS THE TRANSFERRED-IN CASES (TRANSFERRED-IN CASES ARE NOT INCLUDED IN THE RECEIVING UNIT<U+FFFD>S CASE REGISTRATIONS),DV_408CALCULATE C: TOTAL NUMBER OF TB CASES FROM T,SUM,TRACKER,,NUMBER,DV_408 CALCULATE C: TOTAL NUMBER OF TB CASES FROM THE TB REGISTER MINUS THE TRANSFERRED-IN CASES (TRANSFERRED-IN CASES ARE NOT INCLUDED IN THE RECEIVING UNIT<U+FFFD>S CASE REGISTRATIONS),FALSE,,OzshuDqmXQI,,,,
,wthMFyYPoZH,DV_409:01 Quarterly report (Month 1 to Month 3),DV_409:01 Quarterly report (Month 1 to Month 3),COUNT,TRACKER,,INTEGER,DV_409:01 Quarterly report (Month 1 to Month 3),FALSE,,OzshuDqmXQI,,,,
,AFZrGYP64aq,"DV_409Please confirm the availability of the quarterly report for number of notified cases of TB for Month1 to Month3. If available, please record the number of notified cases of TB as recorded in the quarterly report for Month1 t",DV_409Please confirm the availability of the quart,SUM,TRACKER,,BOOLEAN,,FALSE,,OzshuDqmXQI,,,,
,BwkJJON0u1r,DV_410 Other discrepancies (specify),DV_410 Other Source Document (specify),NONE,TRACKER,,LONG_TEXT,,FALSE,,OzshuDqmXQI,,,,
,MRabgzwKaIT,DV_410 What are the reasons for the discrepancy (if any) between C and D?,DV_410 What are the reasons for the discrepancy (i,COUNT,TRACKER,,INTEGER,DV_410 What are the reasons for the discrepancy (if any) between C and D?,FALSE,,OzshuDqmXQI,,,,
,b1RHMUl3pbU,DV_500 Does this facility provide malaria diagnosis?,DV_500Does this facility provide malaria diagnosis,SUM,TRACKER,,BOOLEAN,DV_500 Does this facility provide malaria diagnosis?,FALSE,,OzshuDqmXQI,,,,
,jzQwYy441Kj,DV_501 Does this facility report malaria cases to a reporting system?,DV_501Does this facility report malaria cases to a,SUM,TRACKER,,BOOLEAN,DV_501 Does this facility report malaria cases to a reporting system?,FALSE,,OzshuDqmXQI,,,,
,kb0RsK5N3Jw,DV_502 Other indicators used when reporting malaria cases,DV_502 Other indicators malaria cases,NONE,TRACKER,,LONG_TEXT,,FALSE,,OzshuDqmXQI,,,,
,E6IcAQ9FKsx,DV_502 What indicator definition is used when reporting malaria cases?,DV_502 What indicator definition is used when repo,COUNT,TRACKER,,TEXT,DV_502 What indicator definition is used when reporting malaria cases?,FALSE,,OzshuDqmXQI,,,,
,tUgOmK03YC5,DV_503:01 Health Management Information System,DV_503:01 Health Management Information System,COUNT,TRACKER,,BOOLEAN,DV_503:01 Health Management Information System,FALSE,,OzshuDqmXQI,,,,
,zx5FsZY9izk,DV_503:02 National malaria programme,DV_503:02 National malaria programme,COUNT,TRACKER,,BOOLEAN,DV_503:02 National malaria programme,FALSE,,OzshuDqmXQI,,,,
,SniG6BHQST3,DV_503:03 Non-governmental organizations or institutions,DV_503:03 Non-governmental organizations or instit,COUNT,TRACKER,,BOOLEAN,DV_503:03 Non-governmental organizations or institutions,FALSE,,OzshuDqmXQI,,,,
,NYJRXIaZ16a,DV_503:04 Other reporting system,DV_503:04 Other reporting system,COUNT,TRACKER,,LONG_TEXT,DV_503:04 Other reporting system,FALSE,,OzshuDqmXQI,,,,
,MGffF3whY91,DV_503 Which of the following reporting system(s) does the facility report malaria cases to:,DV_503Which of the following reporting system(s) d,SUM,TRACKER,,BOOLEAN,DV_503 Which of the following reporting system(s) does the facility report malaria cases to:,FALSE,,OzshuDqmXQI,,,,
,e2NpyiIIldT,DV_504:01 OPD register,DV_504:01 OPD register,COUNT,TRACKER,,BOOLEAN,DV_504:01 OPD register,FALSE,,OzshuDqmXQI,,,,
,nYvAOW8c66w,DV_504:02Tally sheets,DV_504:02Tally sheets,COUNT,TRACKER,,BOOLEAN,DV_504:02Tally sheets,FALSE,,OzshuDqmXQI,,,,
,mSUphdMTAY1,DV_504:03 Patient cards,DV_504:03 Patient cards,COUNT,TRACKER,,BOOLEAN,DV_504:03 Patient cards,FALSE,,OzshuDqmXQI,,,,
,ooWrGciASub,DV_504:04 Lab register,DV_504:04 Lab register,COUNT,TRACKER,,BOOLEAN,DV_504:04 Lab register,FALSE,,OzshuDqmXQI,,,,
,GKF5HiNv3ae,DV_504:05 Other,DV_504:05 Other,COUNT,TRACKER,,LONG_TEXT,DV_504:05 Other,FALSE,,OzshuDqmXQI,,,,
,G2t00Sx327K,DV_504 Which of the following documents are used at this facility to record the number of malaria cases?,DV_504Which of the following documents are used at,SUM,TRACKER,,BOOLEAN,DV_504 Which of the following documents are used at this facility to record the number of malaria cases?,FALSE,,OzshuDqmXQI,,,,
,Axx4KbK5JPQ,DV_505 Other reporting document for malaria cases (specify),DV_302 Other reporting malaria cases (specify),NONE,TRACKER,,LONG_TEXT,,FALSE,,OzshuDqmXQI,,,,
,gWqw7Zj4grO,DV_505What is the source document used by this facility for monthly reporting of malaria cases?<U+FFFD> We are primarily interested in the main document that is used for compiling monthly summary statistics for malaria cases. Please repo,DV_505What is the source document used by this fac,COUNT,TRACKER,,TEXT,DV_505 What is the source document used by this facility for monthly reporting of malaria cases? We are primarily interested in the main document that is used for compiling monthly summary statistics for malaria cases. Please repo,FALSE,,OzshuDqmXQI,,,,
,YjtYMKIp2cz,DV_506:01 Month1,DV_506:01 Month1,COUNT,TRACKER,,INTEGER,DV_506:01 Month1,FALSE,,OzshuDqmXQI,,,,
,Vyqv72rlhSW,DV_506:01 Month1 recount the number of malaria cases as recorded in the main source document,DV_506:01 Month1 recount the number of malaria cas,SUM,TRACKER,,INTEGER,,FALSE,,OzshuDqmXQI,,,,
,JgjCoNNahf8,DV_506:02 Month2,DV_506:02 Month2,COUNT,TRACKER,,INTEGER,DV_506:02 Month2,FALSE,,OzshuDqmXQI,,,,
,GkuQOjTGPV9,DV_506:02 Month2 recount the number of malaria cases as recorded in the main source document,DV_506:02 Month2 recount the number of malaria cas,SUM,TRACKER,,INTEGER,,FALSE,,OzshuDqmXQI,,,,
,NmAed2VbX40,DV_506 :03 Month3,DV_506 :03 Month3,COUNT,TRACKER,,INTEGER,DV_506 :03 Month3,FALSE,,OzshuDqmXQI,,,,
,OEjW5GzMye9,DV_506 :03 Month3 recount the number of malaria cases as recorded in the main source document,DV_506 :03 Month3 recount the number of malaria ca,SUM,TRACKER,,INTEGER,,FALSE,,OzshuDqmXQI,,,,
,WiGcSM4jgFb,"DV_506 Please confirm the availability of the source document for malaria cases for Month1 to Month3. If available, please recount the number of malaria cases as recorded in the main source document for Month1 to Month3.",DV_506Please confirm the availability of the sourc,SUM,TRACKER,,BOOLEAN,"DV_506 Please confirm the availability of the source document for malaria cases for Month1 to Month3. If available, please recount the number of malaria cases as recorded in the main source document for Month1 to Month3.",FALSE,,OzshuDqmXQI,,,,
,QECcUUrkw8J,DV_507:01 Month1,DV_507:01 Month1,COUNT,TRACKER,,INTEGER,DV_507:01 Month1,FALSE,,OzshuDqmXQI,,,,
,ux2G16Vn7A1,DV_507:01 Month1 record the number of malaria cases recorded in the monthly report,DV_507:01 Month1 record the number of malaria case,SUM,TRACKER,,INTEGER,,FALSE,,OzshuDqmXQI,,,,
,uSCUTmN6nnu,DV_507:02 Month2,DV_507:02 Month2,COUNT,TRACKER,,INTEGER,DV_507:02 Month2,FALSE,,OzshuDqmXQI,,,,
,oiW0bGLX9vE,DV_507:02 Month2 record the number of malaria cases recorded in the monthly report,DV_507:02 Month2 record the number of malaria case,SUM,TRACKER,,INTEGER,,FALSE,,OzshuDqmXQI,,,,
,ow1sQ3YcDdb,DV_507 :03 Month3,DV_507 :03 Month3,COUNT,TRACKER,,INTEGER,DV_507 :03 Month3,FALSE,,OzshuDqmXQI,,,,
,Bja6ix1rsrw,DV_507 :03 Month3 record the number of malaria cases recorded in the monthly report,DV_507 :03 Month3 record the number of malaria cas,SUM,TRACKER,,INTEGER,,FALSE,,OzshuDqmXQI,,,,
,enZOhjD2Dz5,"DV_507 Please confirm the availability of the monthly report for malaria cases for Month1 to Month3. If available, please record the number of malaria cases recorded in the monthly report for Month1 to Month3.",DV_507Please confirm the availability of the month,SUM,TRACKER,,BOOLEAN,"DV_507 Please confirm the availability of the monthly report for malaria cases for Month1 to Month3. If available, please record the number of malaria cases recorded in the monthly report for Month1 to Month3.",FALSE,,OzshuDqmXQI,,,,
,nycSjgkfWSx,DV_508 Other main source document discrepancies,DV_508 Other main source document discrepancies,NONE,TRACKER,,LONG_TEXT,,FALSE,,OzshuDqmXQI,,,,
,W1AXN9mft8c,DV_508 What are the reasons for the discrepancy (if any) observed between the main source document and the monthly report?,DV_508 What are the reasons for the discrepancy (i,COUNT,TRACKER,,INTEGER,DV_508 What are the reasons for the discrepancy (if any) observed between the main source document and the monthly report?,FALSE,,OzshuDqmXQI,,,,
,njSNwenp2W3,DV_600 Interview End Time (use 24Hour-clock system),DV_600 Interview End Time,NONE,TRACKER,,TIME,,FALSE,,OzshuDqmXQI,,,,
,kZ9WVIlLnjb,DV_601 RESULT CODES (LAST VISIT):,DV_601 RESULT CODES (LAST VISIT):,COUNT,TRACKER,,TEXT,DV_601 RESULT CODES (LAST VISIT):,FALSE,,OzshuDqmXQI,,,,
,eKMnrBzWDKQ,DV_601 RESULT CODES (other Specify),DV_601 Other Specify,NONE,TRACKER,,LONG_TEXT,DV_601 Other Specify,FALSE,,OzshuDqmXQI,,,,
,EOAQnQdJBUG,DV_602 Comments,DV_602 Comments,NONE,TRACKER,,LONG_TEXT,,FALSE,,OzshuDqmXQI,,,,
,Hyx2xu22pTy,DVD_004 Sub-county offices visited,DVD_004 Sub-county offices visited,NONE,TRACKER,,TEXT,DVD_004 Sub-county offices visited (separate with a comma if more than one),FALSE,,OzshuDqmXQI,,,,
,aHgml8BMk8g,DVD_005 Location of Unit,DVD_005 Location of Unit,NONE,TRACKER,,TEXT,DVD_005 Location of Unit,FALSE,,OzshuDqmXQI,,,,
,lCZjC3vP2gE,DVD_007 Interview Start Time(use the 24hr clock system),DVD_007 Interview Start Time,NONE,TRACKER,,TIME,DVD_007 Interview Start Time(use the 24hr clock system),FALSE,,OzshuDqmXQI,,,,
,DmyehZU25V0,DVD_100 How does the sub county handle data from health facilities?,DVD_100How does the sub county handle data from he,SUM,TRACKER,,TEXT,DVD_100 How does the sub county handle data from health facilities?,FALSE,,OzshuDqmXQI,,,,
,YUa8iQN6xek,DVD_101a Maternal Health,DVD_101How many reports should there have been fro,SUM,TRACKER,,NUMBER,DVD_101a Maternal Health,FALSE,,OzshuDqmXQI,,,,
,VMxgRdrIxKM,DVD_101b Immunization,DVD_101b,NONE,TRACKER,,NUMBER,DVD_101b Immunization,FALSE,,OzshuDqmXQI,,,,
,iSZ78s68AYe,DVD_101c HIV Indicators,DVD_101c,NONE,TRACKER,,NUMBER,DVD_101c HIV Indicators,FALSE,,OzshuDqmXQI,,,,
,ERcfQywbAm6,DVD_101d Tuberculosis,DVD_101d,NONE,TRACKER,,NUMBER,DVD_101d Tuberculosis,FALSE,,OzshuDqmXQI,,,,
,TvAsY55fM6v,DVD_101e Malaria,DVD_101e,NONE,TRACKER,,NUMBER,DVD_101e Malaria,FALSE,,OzshuDqmXQI,,,,
,LheMDMPzNvh,DVD_102a Maternal Health,DVD_102a,NONE,TRACKER,,NUMBER,DVD_102a Maternal Health,FALSE,,OzshuDqmXQI,,,,
,kmyXQngpnf3,DVD_102b Immunization,DVD_102b,NONE,TRACKER,,NUMBER,DVD_102b Immunization,FALSE,,OzshuDqmXQI,,,,
,WrkugV1lCKx,DVD_102c HIV Indicators,DVD_102c,NONE,TRACKER,,NUMBER,DVD_102c HIV Indicators,FALSE,,OzshuDqmXQI,,,,
,GIUYUG5djYB,DVD_102d Tuberculosis,DVD_102d,NONE,TRACKER,,NUMBER,DVD_102d Tuberculosis,FALSE,,OzshuDqmXQI,,,,
,CLoiKqFq0j7,DVD_102e Malaria,DVD_102e,NONE,TRACKER,,NUMBER,DVD_102e Malaria,FALSE,,OzshuDqmXQI,,,,
,bsgJJJBIR8u,DVD_103a Maternal Health,DVD_103a,NONE,TRACKER,,NUMBER,DVD_103a Maternal Health,FALSE,,OzshuDqmXQI,,,,
,N9JpOcUM5qk,DVD_103b Immunization,DVD_103b,NONE,TRACKER,,NUMBER,DVD_103b Immunization,FALSE,,OzshuDqmXQI,,,,
,sh4oGEWC5il,DVD_103c HIV Indicators,DVD_103c,NONE,TRACKER,,NUMBER,DVD_103c HIV Indicators,FALSE,,OzshuDqmXQI,,,,
,sLShEztcZp7,DVD_103d Tuberculosis,DVD_103d,NONE,TRACKER,,NUMBER,DVD_103d Tuberculosis,FALSE,,OzshuDqmXQI,,,,
,t1BYC3JYsT8,DVD_103e Malaria,DVD_103e,NONE,TRACKER,,NUMBER,DVD_103e Malaria,FALSE,,OzshuDqmXQI,,,,
,yezcyCHk9b2,DVD_104a Maternal Health,DVD_104a,NONE,TRACKER,,NUMBER,DVD_104a Maternal Health,FALSE,,OzshuDqmXQI,,,,
,gtPLt0em0He,DVD_104b Immunization,DVD_104,NONE,TRACKER,,NUMBER,DVD_104b Immunization,FALSE,,OzshuDqmXQI,,,,
,e5qnadarXlD,DVD_104c HIV Indicators,DVD_104c,NONE,TRACKER,,NUMBER,DVD_104c HIV Indicators,FALSE,,OzshuDqmXQI,,,,
,NvSKs9xrsY2,DVD_104d Tuberculosis,DVD_104d,NONE,TRACKER,,NUMBER,DVD_104d Tuberculosis,FALSE,,OzshuDqmXQI,,,,
,CoLmtxuBv6D,DVD_104e Malaria,DVD_104e,NONE,TRACKER,,NUMBER,DVD_104e Malaria,FALSE,,OzshuDqmXQI,,,,
,XB8Ea1FxkVf,DVD_105 Re-aggregate the numbers from the reports received from all health facilities in the sub county. What is the re-aggregated number?,DVD_105Re-aggregate the numbers from the reports r,SUM,TRACKER,,NUMBER,DVD_105 Re-aggregate the numbers from the reports received from all health facilities in the sub county. What is the re-aggregated number?,FALSE,,OzshuDqmXQI,,,,
,VSWMghb3HuF,DVD_106 What aggregated result was contained in the summary report prepared by the sub county (and submitted to the next reporting level)?,DVD_106What aggregated result was contained in the,SUM,TRACKER,,NUMBER,DVD_106 What aggregated result was contained in the summary report prepared by the sub county (and submitted to the next reporting level)?,FALSE,,OzshuDqmXQI,,,,
,hAH8jWeToTh,DVD_107 What are the observed reasons for the discrepancy (if any)?,DVD_107What are the observed reasons for the discr,SUM,TRACKER,,INTEGER,DVD_107 What are the observed reasons for the discrepancy (if any)?,FALSE,,OzshuDqmXQI,,,,
,UfPixfgbGpv,DVD_108 Re-aggregate the numbers from the reports received from all health facilities in the sub county. What is the re-aggregated number?,DVD_108Re-aggregate the numbers from the reports r,SUM,TRACKER,,NUMBER,DVD_108 Re-aggregate the numbers from the reports received from all health facilities in the sub county. What is the re-aggregated number?,FALSE,,OzshuDqmXQI,,,,
,p4Ud4jCAu8c,DVD_109 What aggregated result was contained in the summary report prepared by the sub county (and submitted to the next reporting level)?,DVD_109What aggregated result was contained in the,SUM,TRACKER,,NUMBER,DVD_109 What aggregated result was contained in the summary report prepared by the sub county (and submitted to the next reporting level)?,FALSE,,OzshuDqmXQI,,,,
,Qx3hLmWrAUv,DVD_110 What are the observed reasons for the discrepancy (if any)?,DVD_110What are the observed reasons for the discr,SUM,TRACKER,,INTEGER,DVD_110 What are the observed reasons for the discrepancy (if any)?,FALSE,,OzshuDqmXQI,,,,
,yI7vtDn5KI2,DVD_111 Re-aggregate the numbers from the reports received from all health facilities in the sub county What is the re-aggregated number?,DVD_111Re-aggregate the numbers from the reports r,SUM,TRACKER,,NUMBER,DVD_111 Re-aggregate the numbers from the reports received from all health facilities in the sub county What is the re-aggregated number?,FALSE,,OzshuDqmXQI,,,,
,N7OXaD2EJEA,DVD_112 What aggregated result was contained in the summary report prepared by the sub county (and submitted to the next reporting level)?,DVD_112What aggregated result was contained in the,SUM,TRACKER,,NUMBER,DVD_112 What aggregated result was contained in the summary report prepared by the sub county (and submitted to the next reporting level)?,FALSE,,OzshuDqmXQI,,,,
,XRZtnbnQTEo,DVD_113 What are the observed reasons for the discrepancy (if any)?,DVD_113What are the observed reasons for the discr,SUM,TRACKER,,INTEGER,DVD_113 What are the observed reasons for the discrepancy (if any)?,FALSE,,OzshuDqmXQI,,,,
,cmWcbYiGGvu,DVD_114 Re-aggregate the numbers from the reports received from all health facilities in the sub county. What is the re-aggregated number?,DVD_114Re-aggregate the numbers from the reports r,SUM,TRACKER,,NUMBER,DVD_114 Re-aggregate the numbers from the reports received from all health facilities in the sub county. What is the re-aggregated number?,FALSE,,OzshuDqmXQI,,,,
,UAL7yn5GcvS,DVD_115 What aggregated result was contained in the summary report prepared by the sub county (and submitted to the next reporting level)?,DVD_115What aggregated result was contained in the,SUM,TRACKER,,NUMBER,DVD_115 What aggregated result was contained in the summary report prepared by the sub county (and submitted to the next reporting level)?,FALSE,,OzshuDqmXQI,,,,
,NdbgrMpZ9Ah,DVD_116 What are the observed reasons for the discrepancy (if any)?,DVD_116What are the observed reasons for the discr,SUM,TRACKER,,INTEGER,DVD_116 What are the observed reasons for the discrepancy (if any)?,FALSE,,OzshuDqmXQI,,,,
,wK7EDIJP11T,DVD_117 Re-aggregate the numbers from the reports received from all health facilities in the sub county. What is the re-aggregated number?,DVD_117Re-aggregate the numbers from the reports r,SUM,TRACKER,,NUMBER,DVD_117 Re-aggregate the numbers from the reports received from all health facilities in the sub county. What is the re-aggregated number?,FALSE,,OzshuDqmXQI,,,,
,gyDYS0R6liW,DVD_118 What aggregated result was contained in the summary report prepared by the sub county (and submitted to the next reporting level)?,DVD_118What aggregated result was contained in the,SUM,TRACKER,,NUMBER,DVD_118 What aggregated result was contained in the summary report prepared by the sub county (and submitted to the next reporting level)?,FALSE,,OzshuDqmXQI,,,,
,KSt1dRLpkhT,DVD_119 What are the observed reasons for the discrepancy (if any)?,DVD_119What are the observed reasons for the discr,SUM,TRACKER,,INTEGER,DVD_119 What are the observed reasons for the discrepancy (if any)?,FALSE,,OzshuDqmXQI,,,,
,cYGPI1ogy31,DVD_200 Is the responsibility for compiling data from health facilities and reporting to the next level clearly assigned to the relevant staff?,DVD_200Is the responsibility for compiling data fr,SUM,TRACKER,,TEXT,DVD_200 Is the responsibility for compiling data from health facilities and reporting to the next level clearly assigned to the relevant staff?,FALSE,,OzshuDqmXQI,,,,
,UWUwGxQHE7I,DVD_201 Have staff responsible for compiling data from health facilities and reporting the next level received the appropriate training?,DVD_201Have staff responsible for compiling data f,SUM,TRACKER,,TEXT,DVD_201 Have staff responsible for compiling data from health facilities and reporting the next level received the appropriate training?,FALSE,,OzshuDqmXQI,,,,
,gjVIKsq2I6U,"DVD_202 Is the redesignated staff responsible for reviewing the quality of data (i.e., accuracy, completeness and timeliness) received from sub-reporting levels (e.g., health facilities)?",DVD_202Is the redesignated staff responsible for r,SUM,TRACKER,,TEXT,"DVD_202 Is the redesignated staff responsible for reviewing the quality of data (i.e., accuracy, completeness and timeliness) received from sub-reporting levels (e.g., health facilities)?",FALSE,,OzshuDqmXQI,,,,
,gJjX8baHy5d,"DVD_203 Is there designated staff responsible for reviewing aggregated numbers prior to submission to the next level (e.g., to national offices, or to the central HMIS, etc.)?",DVD_203Is there designated staff responsible for r,SUM,TRACKER,,TEXT,"DVD_203 Is there designated staff responsible for reviewing aggregated numbers prior to submission to the next level (e.g., to national offices, or to the central HMIS, etc.)?",FALSE,,OzshuDqmXQI,,,,
